EmployeeID,Department,JobRole,EngagementScore,JobSatisfaction,WorkLifeBalance,EngagementCategory
1657,Sales,Sales Representative,98,3,3,High
1658,Research & Development,Research Scientist,87,2,3,High
1659,Research & Development,Laboratory Technician,88,2,3,High
1661,Research & Development,Healthcare Representative,95,3,3,High
1662,Research & Development,Manufacturing Director,98,3,3,High
1664,Research & Development,Healthcare Representative,63,1,3,Medium
1665,Research & Development,Manager,96,3,3,High
1666,Research & Development,Research Director,96,3,3,High
1667,Sales,Sales Executive,98,4,4,High
1668,Research & Development,Research Scientist,98,4,4,High
1669,Sales,Sales Executive,72,2,2,Medium
1670,Sales,Sales Executive,98,4,3,High
1671,Research & Development,Research Scientist,77,2,2,High
1673,Sales,Sales Executive,98,4,3,High
1674,Research & Development,Laboratory Technician,54,1,2,Medium
1675,Research & Development,Laboratory Technician,84,2,3,High
1676,Sales,Manager,76,2,3,High
1677,Research & Development,Manager,98,3,3,High
1678,Sales,Sales Executive,98,3,3,High
1680,Sales,Sales Representative,67,1,3,Medium
1681,Sales,Sales Executive,98,4,3,High
1682,Research & Development,Healthcare Representative,95,3,2,High
1683,Human Resources,Human Resources,98,4,3,High
1684,Research & Development,Laboratory Technician,94,3,3,High
1687,Research & Development,Laboratory Technician,96,3,2,High
1689,Research & Development,Healthcare Representative,98,4,3,High
1691,Sales,Sales Representative,98,3,3,High
1692,Research & Development,Laboratory Technician,79,2,3,High
1693,Research & Development,Laboratory Technician,98,4,3,High
1694,Research & Development,Research Scientist,78,2,3,High
1696,Research & Development,Laboratory Technician,98,4,4,High
1697,Research & Development,Healthcare Representative,98,4,4,High
1698,Research & Development,Laboratory Technician,77,2,3,High
1700,Sales,Sales Executive,98,4,2,High
1701,Research & Development,Research Scientist,98,4,3,High
1702,Sales,Sales Representative,98,4,3,High
1703,Research & Development,Healthcare Representative,98,4,3,High
1704,Research & Development,Research Scientist,98,4,4,High
1706,Sales,Sales Executive,98,4,3,High
1707,Research & Development,Research Scientist,98,3,3,High
1708,Sales,Sales Executive,98,3,3,High
1709,Research & Development,Laboratory Technician,94,3,3,High
1710,Sales,Sales Representative,98,4,2,High
1712,Research & Development,Healthcare Representative,86,3,2,High
1714,Human Resources,Human Resources,98,3,3,High
1716,Sales,Sales Executive,82,3,1,High
1718,Research & Development,Laboratory Technician,98,3,4,High
1719,Research & Development,Research Director,81,2,3,High
1720,Research & Development,Research Scientist,87,3,2,High
1721,Research & Development,Laboratory Technician,98,3,4,High
1722,Human Resources,Human Resources,77,2,3,High
1724,Research & Development,Manufacturing Director,68,1,3,Medium
1725,Research & Development,Laboratory Technician,75,1,4,Medium
1727,Research & Development,Healthcare Representative,86,2,3,High
1728,Research & Development,Manufacturing Director,98,3,3,High
1729,Research & Development,Research Scientist,98,4,2,High
1731,Sales,Sales Executive,60,2,1,Medium
1732,Sales,Sales Executive,98,4,2,High
1733,Sales,Sales Executive,58,1,3,Medium
1734,Sales,Sales Executive,80,2,3,High
1735,Research & Development,Laboratory Technician,61,2,1,Medium
1736,Research & Development,Manufacturing Director,98,4,2,High
1737,Research & Development,Laboratory Technician,98,4,3,High
1739,Sales,Sales Executive,79,3,1,High
1740,Sales,Manager,72,2,2,Medium
1744,Human Resources,Human Resources,98,3,4,High
1745,Research & Development,Research Scientist,71,1,3,Medium
1746,Human Resources,Human Resources,98,4,3,High
1747,Human Resources,Human Resources,98,4,2,High
1749,Sales,Sales Executive,98,3,3,High
1751,Research & Development,Research Scientist,98,4,2,High
1752,Sales,Sales Representative,90,2,3,High
1753,Research & Development,Healthcare Representative,98,3,4,High
1754,Sales,Sales Executive,64,1,3,Medium
1755,Research & Development,Research Scientist,98,4,3,High
1756,Sales,Sales Executive,72,2,2,Medium
1757,Sales,Sales Executive,98,4,4,High
1758,Sales,Sales Executive,50,1,2,Low
1760,Research & Development,Laboratory Technician,80,2,2,High
1761,Sales,Sales Executive,98,3,3,High
1762,Research & Development,Research Scientist,62,1,3,Medium
1763,Research & Development,Healthcare Representative,97,3,3,High
1764,Research & Development,Research Scientist,83,2,3,High
1766,Research & Development,Healthcare Representative,98,4,3,High
1767,Research & Development,Research Scientist,98,3,3,High
1768,Research & Development,Laboratory Technician,67,2,2,Medium
1770,Research & Development,Research Director,61,1,3,Medium
1771,Research & Development,Research Scientist,77,2,2,High
1772,Research & Development,Laboratory Technician,68,1,3,Medium
1774,Sales,Sales Executive,97,3,3,High
1775,Research & Development,Manufacturing Director,98,3,2,High
1778,Human Resources,Human Resources,98,4,3,High
1779,Sales,Sales Executive,98,4,3,High
1780,Sales,Sales Representative,76,2,3,High
1782,Research & Development,Laboratory Technician,98,3,3,High
1783,Research & Development,Laboratory Technician,65,1,3,Medium
1784,Sales,Sales Executive,98,4,3,High
1786,Research & Development,Manager,96,3,3,High
1787,Sales,Sales Executive,89,2,3,High
1789,Research & Development,Research Director,98,4,3,High
1790,Research & Development,Healthcare Representative,59,1,3,Medium
1792,Research & Development,Research Scientist,80,2,2,High
1794,Human Resources,Human Resources,76,2,2,High
1797,Sales,Sales Executive,98,4,3,High
1798,Research & Development,Research Scientist,67,1,3,Medium
1799,Research & Development,Research Scientist,98,4,4,High
1800,Research & Development,Research Director,98,3,3,High
1801,Sales,Sales Executive,87,2,3,High
1802,Research & Development,Laboratory Technician,52,1,2,Medium
1803,Research & Development,Healthcare Representative,53,1,2,Medium
1804,Research & Development,Manufacturing Director,98,4,3,High
1805,Human Resources,Human Resources,81,2,3,High
1807,Research & Development,Laboratory Technician,51,1,2,Medium
1809,Research & Development,Manufacturing Director,40,1,1,Low
1812,Sales,Sales Executive,98,4,3,High
1813,Research & Development,Research Scientist,84,3,2,High
1814,Research & Development,Healthcare Representative,59,2,1,Medium
1815,Sales,Sales Executive,98,3,4,High
1816,Research & Development,Manufacturing Director,98,3,3,High
1818,Human Resources,Human Resources,90,2,3,High
1821,Research & Development,Healthcare Representative,86,2,4,High
1822,Research & Development,Healthcare Representative,98,4,3,High
1823,Sales,Sales Executive,98,3,3,High
1824,Sales,Manager,71,2,2,Medium
1826,Research & Development,Laboratory Technician,98,3,4,High
1827,Research & Development,Manufacturing Director,89,2,3,High
1829,Research & Development,Healthcare Representative,68,1,3,Medium
1830,Research & Development,Research Scientist,98,4,2,High
1833,Sales,Sales Executive,61,1,3,Medium
1834,Research & Development,Research Scientist,70,1,3,Medium
1835,Sales,Sales Representative,98,4,2,High
1836,Sales,Sales Executive,98,4,3,High
1837,Research & Development,Research Director,94,3,3,High
1839,Research & Development,Research Scientist,79,3,1,High
1842,Human Resources,Human Resources,59,1,3,Medium
1844,Human Resources,Human Resources,65,1,3,Medium
1845,Sales,Sales Executive,98,3,4,High
1847,Research & Development,Research Scientist,80,2,3,High
1849,Sales,Sales Executive,98,4,3,High
1850,Research & Development,Laboratory Technician,98,4,2,High
1852,Research & Development,Laboratory Technician,98,4,4,High
1853,Sales,Sales Executive,98,4,4,High
1854,Research & Development,Research Scientist,96,3,2,High
1856,Research & Development,Laboratory Technician,98,3,3,High
1857,Research & Development,Manufacturing Director,98,4,2,High
1858,Human Resources,Human Resources,98,4,3,High
1859,Research & Development,Healthcare Representative,94,3,3,High
1860,Research & Development,Laboratory Technician,98,3,3,High
1862,Sales,Sales Executive,70,2,2,Medium
1863,Sales,Sales Executive,66,1,3,Medium
1864,Sales,Sales Representative,94,3,3,High
1865,Human Resources,Human Resources,84,2,3,High
1866,Research & Development,Manager,98,3,3,High
1867,Research & Development,Research Director,90,2,3,High
1868,Research & Development,Research Scientist,98,4,2,High
1869,Sales,Sales Executive,81,2,3,High
1870,Research & Development,Research Scientist,54,1,2,Medium
1871,Research & Development,Research Scientist,98,4,3,High
1873,Research & Development,Research Scientist,98,4,4,High
1875,Sales,Sales Representative,90,2,3,High
1876,Sales,Sales Representative,98,4,2,High
1878,Research & Development,Research Scientist,80,2,3,High
1880,Sales,Sales Executive,98,3,3,High
1881,Research & Development,Laboratory Technician,98,3,3,High
1882,Sales,Sales Executive,98,4,3,High
1883,Research & Development,Laboratory Technician,59,1,3,Medium
1885,Research & Development,Research Scientist,71,1,3,Medium
1886,Research & Development,Manufacturing Director,80,2,3,High
1888,Research & Development,Manufacturing Director,98,4,2,High
1890,Human Resources,Human Resources,98,4,2,High
1892,Research & Development,Manager,66,1,3,Medium
1893,Research & Development,Research Scientist,85,3,2,High
1898,Sales,Sales Executive,95,3,2,High
1900,Research & Development,Manager,98,4,3,High
1903,Research & Development,Healthcare Representative,60,1,3,Medium
1905,Research & Development,Research Scientist,58,1,3,Medium
1907,Research & Development,Laboratory Technician,98,4,3,High
1908,Sales,Sales Executive,61,2,1,Medium
1909,Sales,Sales Executive,87,2,3,High
1911,Research & Development,Research Director,80,1,4,High
1912,Sales,Sales Executive,98,4,3,High
1915,Sales,Sales Executive,98,4,2,High
1916,Research & Development,Laboratory Technician,92,3,2,High
1918,Research & Development,Laboratory Technician,98,4,3,High
1922,Research & Development,Healthcare Representative,98,3,3,High
1924,Sales,Sales Executive,95,3,2,High
1927,Sales,Sales Executive,98,4,3,High
1928,Sales,Sales Representative,60,1,3,Medium
1929,Sales,Sales Executive,98,3,3,High
1931,Research & Development,Research Scientist,70,2,2,Medium
1932,Research & Development,Research Scientist,98,4,3,High
1933,Sales,Sales Executive,96,3,3,High
1934,Research & Development,Research Scientist,96,2,4,High
1935,Sales,Sales Executive,71,1,3,Medium
1936,Research & Development,Manufacturing Director,67,1,3,Medium
1937,Research & Development,Research Scientist,89,2,3,High
1938,Sales,Manager,98,4,2,High
1939,Research & Development,Research Scientist,98,3,3,High
1940,Research & Development,Research Scientist,98,4,4,High
1941,Research & Development,Research Director,98,4,3,High
1943,Sales,Sales Executive,98,4,3,High
1944,Human Resources,Human Resources,77,2,3,High
1945,Sales,Sales Executive,45,1,1,Low
1947,Research & Development,Research Scientist,91,3,2,High
1948,Research & Development,Research Scientist,74,1,4,Medium
1949,Research & Development,Laboratory Technician,83,2,3,High
1950,Sales,Sales Executive,98,4,2,High
1951,Sales,Sales Executive,86,3,2,High
1952,Research & Development,Laboratory Technician,60,1,2,Medium
1954,Research & Development,Healthcare Representative,53,1,2,Medium
1955,Research & Development,Healthcare Representative,98,4,3,High
1956,Research & Development,Research Scientist,64,1,3,Medium
1960,Research & Development,Laboratory Technician,98,4,2,High
1961,Sales,Sales Representative,62,1,2,Medium
1962,Sales,Sales Executive,98,4,3,High
1965,Sales,Sales Executive,98,4,3,High
1966,Research & Development,Manufacturing Director,98,4,3,High
1967,Sales,Sales Executive,98,4,3,High
1968,Sales,Sales Executive,62,1,2,Medium
1969,Research & Development,Research Scientist,90,3,2,High
1970,Research & Development,Healthcare Representative,95,3,3,High
1971,Research & Development,Healthcare Representative,98,3,3,High
1972,Human Resources,Human Resources,80,2,3,High
1973,Human Resources,Manager,83,2,3,High
1974,Research & Development,Laboratory Technician,98,4,3,High
1975,Sales,Sales Executive,60,1,3,Medium
1976,Research & Development,Research Scientist,98,3,3,High
1979,Research & Development,Research Director,98,3,4,High
1980,Research & Development,Manufacturing Director,63,1,3,Medium
1981,Research & Development,Healthcare Representative,89,3,2,High
1982,Research & Development,Laboratory Technician,98,4,4,High
1985,Research & Development,Laboratory Technician,98,3,4,High
1986,Sales,Sales Executive,78,2,3,High
1987,Human Resources,Human Resources,83,2,3,High
1989,Research & Development,Laboratory Technician,75,2,2,Medium
1992,Research & Development,Laboratory Technician,87,3,2,High
1993,Research & Development,Healthcare Representative,98,3,3,High
1994,Research & Development,Laboratory Technician,98,3,2,High
1995,Sales,Sales Executive,88,2,3,High
1996,Sales,Sales Representative,94,3,3,High
1997,Research & Development,Manufacturing Director,97,3,3,High
1998,Research & Development,Research Scientist,61,1,2,Medium
1999,Research & Development,Research Scientist,98,4,3,High
2000,Research & Development,Research Director,66,2,1,Medium
2003,Research & Development,Laboratory Technician,97,3,3,High
2007,Research & Development,Research Scientist,98,3,4,High
2008,Research & Development,Research Scientist,98,3,3,High
2009,Research & Development,Healthcare Representative,98,4,3,High
2010,Research & Development,Laboratory Technician,76,2,3,High
2012,Research & Development,Laboratory Technician,98,4,2,High
2013,Sales,Sales Representative,80,2,3,High
2014,Research & Development,Research Scientist,98,4,3,High
2015,Research & Development,Research Director,98,3,3,High
2016,Sales,Sales Executive,98,4,3,High
2017,Research & Development,Research Director,98,4,3,High
2018,Sales,Sales Executive,87,3,2,High
2019,Sales,Sales Representative,98,4,2,High
2020,Research & Development,Research Scientist,98,4,3,High
2021,Sales,Sales Representative,67,1,3,Medium
2022,Research & Development,Manager,98,4,2,High
2023,Sales,Sales Representative,58,1,2,Medium
2024,Sales,Sales Executive,98,4,3,High
2025,Research & Development,Manufacturing Director,76,2,3,High
2026,Research & Development,Healthcare Representative,89,3,2,High
2027,Research & Development,Research Scientist,98,4,4,High
2031,Research & Development,Manager,96,3,2,High
2032,Research & Development,Laboratory Technician,88,3,1,High
2034,Research & Development,Manufacturing Director,90,2,3,High
2035,Sales,Sales Executive,97,3,3,High
2036,Sales,Sales Executive,98,4,2,High
2037,Sales,Sales Executive,83,2,3,High
2038,Research & Development,Research Scientist,61,1,3,Medium
2040,Human Resources,Human Resources,98,4,3,High
2041,Sales,Sales Executive,98,4,3,High
2044,Sales,Sales Executive,98,3,3,High
2045,Sales,Sales Executive,98,4,2,High
2046,Sales,Sales Executive,98,3,3,High
2048,Research & Development,Research Scientist,98,3,3,High
2049,Research & Development,Healthcare Representative,98,3,4,High
2051,Research & Development,Research Scientist,97,3,3,High
2052,Research & Development,Research Scientist,98,4,3,High
2053,Research & Development,Laboratory Technician,88,2,3,High
2054,Research & Development,Research Scientist,39,1,1,Low
2055,Sales,Sales Executive,68,1,3,Medium
2056,Sales,Sales Executive,98,4,2,High
2057,Research & Development,Manufacturing Director,60,1,3,Medium
2060,Sales,Sales Representative,96,3,3,High
2061,Research & Development,Laboratory Technician,98,4,3,High
2062,Research & Development,Healthcare Representative,61,1,3,Medium
2064,Research & Development,Manufacturing Director,85,2,3,High
2065,Sales,Sales Executive,76,2,2,High
2068,Research & Development,Laboratory Technician,98,3,4,High
