EmployeeID,Skill,ProficiencyLevel,LastAssessed
991,Machine Learning,Intermediate,2026-03-15
991,Python,Intermediate,2026-03-15
991,Docker,Intermediate,2026-03-15
991,Statistics,Intermediate,2026-03-15
992,SQL,Advanced,2026-03-15
992,Python,Advanced,2026-03-15
992,AWS,Beginner,2026-03-15
992,Excel,Beginner,2026-03-15
992,Git,Intermediate,2026-03-15
992,Communication,Intermediate,2026-03-15
994,Git,Intermediate,2026-03-15
994,Deep Learning,Beginner,2026-03-15
994,Machine Learning,Advanced,2026-03-15
994,Data Visualization,Beginner,2026-03-15
995,Deep Learning,Intermediate,2026-03-15
995,Machine Learning,Intermediate,2026-03-15
995,PowerBI,Advanced,2026-03-15
995,Python,Intermediate,2026-03-15
995,SQL,Intermediate,2026-03-15
995,Statistics,Intermediate,2026-03-15
995,Data Visualization,Advanced,2026-03-15
996,PowerBI,Intermediate,2026-03-15
996,SQL,Intermediate,2026-03-15
996,Python,Advanced,2026-03-15
996,Statistics,Beginner,2026-03-15
996,Excel,Intermediate,2026-03-15
996,Git,Intermediate,2026-03-15
997,PowerBI,Intermediate,2026-03-15
997,SQL,Beginner,2026-03-15
997,Python,Beginner,2026-03-15
997,Excel,Advanced,2026-03-15
997,Git,Beginner,2026-03-15
998,SQL,Advanced,2026-03-15
998,Git,Intermediate,2026-03-15
998,Python,Advanced,2026-03-15
998,Excel,Advanced,2026-03-15
999,Data Analysis,Beginner,2026-03-15
999,SQL,Beginner,2026-03-15
999,Python,Beginner,2026-03-15
999,Excel,Beginner,2026-03-15
999,Git,Intermediate,2026-03-15
1001,Python,Beginner,2026-03-15
1001,PowerBI,Intermediate,2026-03-15
1001,SQL,Beginner,2026-03-15
1001,Excel,Intermediate,2026-03-15
1002,SQL,Intermediate,2026-03-15
1002,Git,Beginner,2026-03-15
1002,PowerBI,Intermediate,2026-03-15
1002,Data Analysis,Advanced,2026-03-15
1003,Account Management,Intermediate,2026-03-15
1003,Negotiation,Intermediate,2026-03-15
1003,CRM,Intermediate,2026-03-15
1003,AWS,Beginner,2026-03-15
1003,B2B Sales,Intermediate,2026-03-15
1003,Market Analysis,Advanced,2026-03-15
1003,Communication,Intermediate,2026-03-15
1004,Machine Learning,Beginner,2026-03-15
1004,SQL,Beginner,2026-03-15
1004,Python,Beginner,2026-03-15
1004,Statistics,Intermediate,2026-03-15
1004,Data Visualization,Intermediate,2026-03-15
1005,Supply Chain,Advanced,2026-03-15
1005,MLOps,Beginner,2026-03-15
1005,Lean Manufacturing,Beginner,2026-03-15
1005,Python,Intermediate,2026-03-15
1005,Six Sigma,Advanced,2026-03-15
1005,Budgeting,Intermediate,2026-03-15
1006,Deep Learning,Intermediate,2026-03-15
1006,Machine Learning,Intermediate,2026-03-15
1006,SQL,Intermediate,2026-03-15
1006,Python,Intermediate,2026-03-15
1006,Statistics,Intermediate,2026-03-15
1006,AWS,Beginner,2026-03-15
1007,Supply Chain,Intermediate,2026-03-15
1007,Python,Advanced,2026-03-15
1007,Six Sigma,Intermediate,2026-03-15
1007,AWS,Intermediate,2026-03-15
1007,Plant Management,Intermediate,2026-03-15
1007,Budgeting,Advanced,2026-03-15
1009,Supply Chain,Advanced,2026-03-15
1009,Lean Manufacturing,Advanced,2026-03-15
1009,Data Analysis,Intermediate,2026-03-15
1009,Docker,Intermediate,2026-03-15
1009,Plant Management,Advanced,2026-03-15
1009,Budgeting,Intermediate,2026-03-15
1010,Python,Intermediate,2026-03-15
1010,PowerBI,Intermediate,2026-03-15
1010,SQL,Beginner,2026-03-15
1010,Excel,Beginner,2026-03-15
1011,Python,Intermediate,2026-03-15
1011,Supply Chain,Beginner,2026-03-15
1011,Six Sigma,Intermediate,2026-03-15
1011,Budgeting,Advanced,2026-03-15
1012,Deep Learning,Beginner,2026-03-15
1012,Machine Learning,Intermediate,2026-03-15
1012,SQL,Beginner,2026-03-15
1012,Python,Intermediate,2026-03-15
1012,Docker,Intermediate,2026-03-15
1012,Statistics,Intermediate,2026-03-15
1012,Data Visualization,Beginner,2026-03-15
1013,Supply Chain,Intermediate,2026-03-15
1013,Lean Manufacturing,Beginner,2026-03-15
1013,Six Sigma,Intermediate,2026-03-15
1013,Docker,Intermediate,2026-03-15
1013,Git,Beginner,2026-03-15
1013,Budgeting,Intermediate,2026-03-15
1014,PowerBI,Advanced,2026-03-15
1014,Python,Beginner,2026-03-15
1014,SQL,Beginner,2026-03-15
1014,Excel,Intermediate,2026-03-15
1014,Communication,Advanced,2026-03-15
1015,PowerBI,Intermediate,2026-03-15
1015,Python,Intermediate,2026-03-15
1015,Docker,Intermediate,2026-03-15
1015,Statistics,Intermediate,2026-03-15
1015,Excel,Beginner,2026-03-15
1016,Deep Learning,Intermediate,2026-03-15
1016,Python,Beginner,2026-03-15
1016,SQL,Beginner,2026-03-15
1016,Docker,Intermediate,2026-03-15
1016,Statistics,Intermediate,2026-03-15
1017,SQL,Intermediate,2026-03-15
1017,Python,Intermediate,2026-03-15
1017,MLOps,Beginner,2026-03-15
1017,Excel,Advanced,2026-03-15
1018,Supply Chain,Intermediate,2026-03-15
1018,MLOps,Advanced,2026-03-15
1018,Lean Manufacturing,Intermediate,2026-03-15
1018,Six Sigma,Advanced,2026-03-15
1018,Docker,Advanced,2026-03-15
1018,Plant Management,Intermediate,2026-03-15
1018,Budgeting,Advanced,2026-03-15
1019,Git,Beginner,2026-03-15
1019,Python,Intermediate,2026-03-15
1019,PowerBI,Intermediate,2026-03-15
1019,Excel,Intermediate,2026-03-15
1022,PowerBI,Intermediate,2026-03-15
1022,MLOps,Beginner,2026-03-15
1022,SQL,Intermediate,2026-03-15
1022,Python,Intermediate,2026-03-15
1022,Git,Advanced,2026-03-15
1024,PowerBI,Intermediate,2026-03-15
1024,MLOps,Intermediate,2026-03-15
1024,SQL,Advanced,2026-03-15
1024,Python,Intermediate,2026-03-15
1024,Git,Intermediate,2026-03-15
1025,Supply Chain,Beginner,2026-03-15
1025,Lean Manufacturing,Beginner,2026-03-15
1025,Python,Intermediate,2026-03-15
1025,Plant Management,Intermediate,2026-03-15
1025,Git,Intermediate,2026-03-15
1025,Budgeting,Intermediate,2026-03-15
1026,Supply Chain,Intermediate,2026-03-15
1026,Lean Manufacturing,Intermediate,2026-03-15
1026,Python,Beginner,2026-03-15
1026,Six Sigma,Intermediate,2026-03-15
1026,Plant Management,Intermediate,2026-03-15
1026,Budgeting,Intermediate,2026-03-15
1027,Supply Chain,Intermediate,2026-03-15
1027,Lean Manufacturing,Intermediate,2026-03-15
1027,Six Sigma,Intermediate,2026-03-15
1027,Plant Management,Advanced,2026-03-15
1027,Git,Intermediate,2026-03-15
1027,Budgeting,Intermediate,2026-03-15
1028,PowerBI,Advanced,2026-03-15
1028,SQL,Intermediate,2026-03-15
1028,Python,Advanced,2026-03-15
1028,AWS,Advanced,2026-03-15
1028,Excel,Intermediate,2026-03-15
1028,Git,Advanced,2026-03-15
1029,PowerBI,Intermediate,2026-03-15
1029,Data Analysis,Intermediate,2026-03-15
1029,SQL,Beginner,2026-03-15
1029,Docker,Intermediate,2026-03-15
1029,Excel,Intermediate,2026-03-15
1029,Git,Beginner,2026-03-15
1030,PowerBI,Intermediate,2026-03-15
1030,Data Analysis,Beginner,2026-03-15
1030,SQL,Intermediate,2026-03-15
1030,Python,Intermediate,2026-03-15
1030,Excel,Intermediate,2026-03-15
1030,Git,Beginner,2026-03-15
1032,Supply Chain,Intermediate,2026-03-15
1032,Lean Manufacturing,Intermediate,2026-03-15
1032,Data Analysis,Intermediate,2026-03-15
1032,SQL,Beginner,2026-03-15
1032,Six Sigma,Beginner,2026-03-15
1032,Plant Management,Intermediate,2026-03-15
1032,Budgeting,Beginner,2026-03-15
1033,PowerBI,Intermediate,2026-03-15
1033,Data Analysis,Intermediate,2026-03-15
1033,AWS,Advanced,2026-03-15
1033,Excel,Beginner,2026-03-15
1033,Git,Intermediate,2026-03-15
1034,Git,Advanced,2026-03-15
1034,Python,Advanced,2026-03-15
1034,PowerBI,Intermediate,2026-03-15
1034,MLOps,Advanced,2026-03-15
1035,PowerBI,Advanced,2026-03-15
1035,Data Analysis,Beginner,2026-03-15
1035,SQL,Intermediate,2026-03-15
1035,Excel,Intermediate,2026-03-15
1035,Git,Intermediate,2026-03-15
1036,Account Management,Intermediate,2026-03-15
1036,Negotiation,Intermediate,2026-03-15
1036,CRM,Intermediate,2026-03-15
1036,B2B Sales,Intermediate,2026-03-15
1036,Market Analysis,Advanced,2026-03-15
1036,Communication,Intermediate,2026-03-15
1037,B2B Sales,Intermediate,2026-03-15
1037,Git,Beginner,2026-03-15
1037,Market Analysis,Intermediate,2026-03-15
1037,Negotiation,Intermediate,2026-03-15
1038,PowerBI,Intermediate,2026-03-15
1038,Data Analysis,Intermediate,2026-03-15
1038,Python,Beginner,2026-03-15
1038,SQL,Advanced,2026-03-15
1038,Excel,Beginner,2026-03-15
1038,Git,Intermediate,2026-03-15
1039,PowerBI,Intermediate,2026-03-15
1039,Account Management,Beginner,2026-03-15
1039,Negotiation,Intermediate,2026-03-15
1039,SQL,Intermediate,2026-03-15
1039,CRM,Intermediate,2026-03-15
1039,B2B Sales,Advanced,2026-03-15
1039,Market Analysis,Intermediate,2026-03-15
1039,Communication,Advanced,2026-03-15
1040,Account Management,Beginner,2026-03-15
1040,MLOps,Advanced,2026-03-15
1040,Negotiation,Advanced,2026-03-15
1040,CRM,Beginner,2026-03-15
1040,Market Analysis,Beginner,2026-03-15
1040,Communication,Advanced,2026-03-15
1042,SQL,Intermediate,2026-03-15
1042,Git,Beginner,2026-03-15
1042,Python,Beginner,2026-03-15
1042,PowerBI,Intermediate,2026-03-15
1043,Six Sigma,Advanced,2026-03-15
1043,Plant Management,Beginner,2026-03-15
1043,Git,Intermediate,2026-03-15
1043,Communication,Intermediate,2026-03-15
1043,Budgeting,Intermediate,2026-03-15
1044,PowerBI,Intermediate,2026-03-15
1044,MLOps,Intermediate,2026-03-15
1044,SQL,Beginner,2026-03-15
1044,Python,Intermediate,2026-03-15
1044,Excel,Beginner,2026-03-15
1044,Git,Beginner,2026-03-15
1045,PowerBI,Intermediate,2026-03-15
1045,SQL,Beginner,2026-03-15
1045,Python,Beginner,2026-03-15
1045,Excel,Beginner,2026-03-15
1045,Git,Beginner,2026-03-15
1046,PowerBI,Intermediate,2026-03-15
1046,SQL,Intermediate,2026-03-15
1046,Docker,Intermediate,2026-03-15
1046,Excel,Advanced,2026-03-15
1046,Git,Beginner,2026-03-15
1047,Account Management,Intermediate,2026-03-15
1047,Negotiation,Intermediate,2026-03-15
1047,Data Analysis,Intermediate,2026-03-15
1047,CRM,Intermediate,2026-03-15
1047,B2B Sales,Intermediate,2026-03-15
1047,Market Analysis,Intermediate,2026-03-15
1047,Communication,Intermediate,2026-03-15
1048,PowerBI,Advanced,2026-03-15
1048,SQL,Intermediate,2026-03-15
1048,Python,Beginner,2026-03-15
1048,Statistics,Advanced,2026-03-15
1048,Excel,Advanced,2026-03-15
1048,Git,Advanced,2026-03-15
1048,Communication,Intermediate,2026-03-15
1049,Python,Advanced,2026-03-15
1049,SQL,Beginner,2026-03-15
1049,AWS,Intermediate,2026-03-15
1049,Excel,Beginner,2026-03-15
1050,Negotiation,Beginner,2026-03-15
1050,CRM,Intermediate,2026-03-15
1050,AWS,Intermediate,2026-03-15
1050,B2B Sales,Beginner,2026-03-15
1050,Communication,Beginner,2026-03-15
1052,PowerBI,Intermediate,2026-03-15
1052,Data Analysis,Intermediate,2026-03-15
1052,SQL,Advanced,2026-03-15
1052,Python,Intermediate,2026-03-15
1052,Git,Intermediate,2026-03-15
1053,SQL,Beginner,2026-03-15
1053,Deep Learning,Intermediate,2026-03-15
1053,Statistics,Intermediate,2026-03-15
1053,Excel,Intermediate,2026-03-15
1055,PowerBI,Advanced,2026-03-15
1055,Python,Intermediate,2026-03-15
1055,AWS,Intermediate,2026-03-15
1055,Excel,Advanced,2026-03-15
1055,Git,Intermediate,2026-03-15
1056,SQL,Intermediate,2026-03-15
1056,PowerBI,Advanced,2026-03-15
1056,AWS,Intermediate,2026-03-15
1056,Excel,Intermediate,2026-03-15
1060,Deep Learning,Intermediate,2026-03-15
1060,Machine Learning,Intermediate,2026-03-15
1060,MLOps,Intermediate,2026-03-15
1060,SQL,Intermediate,2026-03-15
1060,Python,Beginner,2026-03-15
1060,Statistics,Intermediate,2026-03-15
1061,PowerBI,Intermediate,2026-03-15
1061,Python,Intermediate,2026-03-15
1061,Docker,Intermediate,2026-03-15
1061,Excel,Intermediate,2026-03-15
1061,Git,Beginner,2026-03-15
1062,Python,Beginner,2026-03-15
1062,PowerBI,Intermediate,2026-03-15
1062,Docker,Intermediate,2026-03-15
1062,Excel,Intermediate,2026-03-15
1066,CRM,Intermediate,2026-03-15
1066,Excel,Advanced,2026-03-15
1066,B2B Sales,Intermediate,2026-03-15
1066,Market Analysis,Advanced,2026-03-15
1066,Communication,Advanced,2026-03-15
1068,Deep Learning,Intermediate,2026-03-15
1068,Machine Learning,Intermediate,2026-03-15
1068,Data Analysis,Intermediate,2026-03-15
1068,SQL,Beginner,2026-03-15
1068,Python,Beginner,2026-03-15
1068,Statistics,Intermediate,2026-03-15
1069,PowerBI,Beginner,2026-03-15
1069,SQL,Advanced,2026-03-15
1069,Python,Intermediate,2026-03-15
1069,Excel,Intermediate,2026-03-15
1069,Git,Intermediate,2026-03-15
1070,Negotiation,Intermediate,2026-03-15
1070,CRM,Advanced,2026-03-15
1070,AWS,Beginner,2026-03-15
1070,Statistics,Intermediate,2026-03-15
1070,B2B Sales,Intermediate,2026-03-15
1070,Market Analysis,Intermediate,2026-03-15
1070,Communication,Intermediate,2026-03-15
1071,Deep Learning,Beginner,2026-03-15
1071,Machine Learning,Intermediate,2026-03-15
1071,Python,Intermediate,2026-03-15
1071,Statistics,Intermediate,2026-03-15
1071,Data Visualization,Intermediate,2026-03-15
1073,Supply Chain,Intermediate,2026-03-15
1073,PowerBI,Intermediate,2026-03-15
1073,Lean Manufacturing,Beginner,2026-03-15
1073,Six Sigma,Intermediate,2026-03-15
1073,Plant Management,Intermediate,2026-03-15
1073,Budgeting,Intermediate,2026-03-15
1074,PowerBI,Intermediate,2026-03-15
1074,Python,Advanced,2026-03-15
1074,Excel,Intermediate,2026-03-15
1076,Account Management,Intermediate,2026-03-15
1076,Negotiation,Intermediate,2026-03-15
1076,CRM,Intermediate,2026-03-15
1076,B2B Sales,Beginner,2026-03-15
1076,Market Analysis,Beginner,2026-03-15
1076,Communication,Intermediate,2026-03-15
1077,PowerBI,Intermediate,2026-03-15
1077,SQL,Advanced,2026-03-15
1077,Python,Intermediate,2026-03-15
1077,Excel,Intermediate,2026-03-15
1077,Git,Beginner,2026-03-15
1077,Communication,Beginner,2026-03-15
1079,PowerBI,Intermediate,2026-03-15
1079,Excel,Beginner,2026-03-15
1079,Python,Intermediate,2026-03-15
1079,Statistics,Intermediate,2026-03-15
1079,AWS,Advanced,2026-03-15
1080,Deep Learning,Intermediate,2026-03-15
1080,Machine Learning,Advanced,2026-03-15
1080,Docker,Intermediate,2026-03-15
1080,Communication,Intermediate,2026-03-15
1080,Data Visualization,Beginner,2026-03-15
1081,Deep Learning,Intermediate,2026-03-15
1081,Machine Learning,Beginner,2026-03-15
1081,Python,Advanced,2026-03-15
1081,Docker,Intermediate,2026-03-15
1081,Statistics,Intermediate,2026-03-15
1081,Data Visualization,Beginner,2026-03-15
1082,SQL,Beginner,2026-03-15
1082,Git,Intermediate,2026-03-15
1082,Python,Intermediate,2026-03-15
1082,Excel,Intermediate,2026-03-15
1083,PowerBI,Beginner,2026-03-15
1083,Python,Advanced,2026-03-15
1083,Docker,Advanced,2026-03-15
1083,AWS,Intermediate,2026-03-15
1083,Git,Advanced,2026-03-15
1084,PowerBI,Intermediate,2026-03-15
1084,Lean Manufacturing,Intermediate,2026-03-15
1084,Plant Management,Advanced,2026-03-15
1084,Git,Beginner,2026-03-15
1084,Budgeting,Beginner,2026-03-15
1085,Deep Learning,Advanced,2026-03-15
1085,Machine Learning,Advanced,2026-03-15
1085,SQL,Advanced,2026-03-15
1085,Python,Intermediate,2026-03-15
1085,Statistics,Intermediate,2026-03-15
1088,MLOps,Intermediate,2026-03-15
1088,SQL,Intermediate,2026-03-15
1088,Python,Intermediate,2026-03-15
1088,Excel,Intermediate,2026-03-15
1088,Git,Advanced,2026-03-15
1092,PowerBI,Intermediate,2026-03-15
1092,SQL,Intermediate,2026-03-15
1092,Python,Beginner,2026-03-15
1092,Statistics,Beginner,2026-03-15
1092,Excel,Beginner,2026-03-15
1092,Git,Intermediate,2026-03-15
1094,PowerBI,Intermediate,2026-03-15
1094,Python,Intermediate,2026-03-15
1094,SQL,Beginner,2026-03-15
1094,Docker,Intermediate,2026-03-15
1094,Excel,Intermediate,2026-03-15
1096,Lean Manufacturing,Intermediate,2026-03-15
1096,Supply Chain,Advanced,2026-03-15
1096,Budgeting,Beginner,2026-03-15
1096,Excel,Intermediate,2026-03-15
1097,Deep Learning,Intermediate,2026-03-15
1097,Machine Learning,Intermediate,2026-03-15
1097,Python,Beginner,2026-03-15
1097,Docker,Intermediate,2026-03-15
1097,Statistics,Advanced,2026-03-15
1097,Communication,Advanced,2026-03-15
1097,Data Visualization,Intermediate,2026-03-15
1098,PowerBI,Intermediate,2026-03-15
1098,Python,Beginner,2026-03-15
1098,Excel,Intermediate,2026-03-15
1099,PowerBI,Intermediate,2026-03-15
1099,SQL,Beginner,2026-03-15
1099,Python,Intermediate,2026-03-15
1099,Excel,Advanced,2026-03-15
1099,Git,Intermediate,2026-03-15
1099,Communication,Intermediate,2026-03-15
1100,B2B Sales,Beginner,2026-03-15
1100,Market Analysis,Intermediate,2026-03-15
1100,Account Management,Intermediate,2026-03-15
1100,MLOps,Intermediate,2026-03-15
1101,Deep Learning,Intermediate,2026-03-15
1101,Machine Learning,Intermediate,2026-03-15
1101,SQL,Beginner,2026-03-15
1101,Statistics,Beginner,2026-03-15
1101,Excel,Intermediate,2026-03-15
1101,Communication,Intermediate,2026-03-15
1101,Data Visualization,Advanced,2026-03-15
1102,PowerBI,Advanced,2026-03-15
1102,SQL,Advanced,2026-03-15
1102,Python,Beginner,2026-03-15
1102,Docker,Advanced,2026-03-15
1102,Git,Intermediate,2026-03-15
1103,PowerBI,Intermediate,2026-03-15
1103,Python,Intermediate,2026-03-15
1103,SQL,Beginner,2026-03-15
1103,Excel,Advanced,2026-03-15
1103,Git,Intermediate,2026-03-15
1105,Account Management,Intermediate,2026-03-15
1105,MLOps,Intermediate,2026-03-15
1105,Negotiation,Advanced,2026-03-15
1105,CRM,Intermediate,2026-03-15
1105,B2B Sales,Intermediate,2026-03-15
1105,Market Analysis,Beginner,2026-03-15
1105,Communication,Intermediate,2026-03-15
1106,PowerBI,Intermediate,2026-03-15
1106,SQL,Intermediate,2026-03-15
1106,Python,Beginner,2026-03-15
1106,Statistics,Advanced,2026-03-15
1106,Excel,Beginner,2026-03-15
1106,Git,Intermediate,2026-03-15
1107,Python,Beginner,2026-03-15
1107,SQL,Beginner,2026-03-15
1107,Excel,Intermediate,2026-03-15
1107,Git,Beginner,2026-03-15
1107,Communication,Intermediate,2026-03-15
1108,Deep Learning,Beginner,2026-03-15
1108,Machine Learning,Intermediate,2026-03-15
1108,Python,Beginner,2026-03-15
1108,Excel,Intermediate,2026-03-15
1108,Data Visualization,Beginner,2026-03-15
1109,SQL,Advanced,2026-03-15
1109,Git,Beginner,2026-03-15
1109,Python,Advanced,2026-03-15
1109,PowerBI,Advanced,2026-03-15
1111,SQL,Beginner,2026-03-15
1111,PowerBI,Intermediate,2026-03-15
1111,Python,Advanced,2026-03-15
1111,Communication,Advanced,2026-03-15
1113,Account Management,Advanced,2026-03-15
1113,Negotiation,Intermediate,2026-03-15
1113,Data Analysis,Intermediate,2026-03-15
1113,SQL,Intermediate,2026-03-15
1113,B2B Sales,Beginner,2026-03-15
1113,Market Analysis,Intermediate,2026-03-15
1113,Communication,Intermediate,2026-03-15
1114,Account Management,Intermediate,2026-03-15
1114,Negotiation,Intermediate,2026-03-15
1114,SQL,Intermediate,2026-03-15
1114,B2B Sales,Intermediate,2026-03-15
1114,Git,Advanced,2026-03-15
1114,Market Analysis,Intermediate,2026-03-15
1115,Deep Learning,Intermediate,2026-03-15
1115,Machine Learning,Intermediate,2026-03-15
1115,Python,Intermediate,2026-03-15
1115,SQL,Beginner,2026-03-15
1115,Statistics,Intermediate,2026-03-15
1115,Data Visualization,Intermediate,2026-03-15
1116,PowerBI,Intermediate,2026-03-15
1116,SQL,Advanced,2026-03-15
1116,Python,Beginner,2026-03-15
1116,AWS,Intermediate,2026-03-15
1116,Excel,Advanced,2026-03-15
1116,Git,Intermediate,2026-03-15
1117,Account Management,Beginner,2026-03-15
1117,MLOps,Intermediate,2026-03-15
1117,Negotiation,Intermediate,2026-03-15
1117,Python,Intermediate,2026-03-15
1117,B2B Sales,Intermediate,2026-03-15
1117,Market Analysis,Advanced,2026-03-15
1117,Communication,Advanced,2026-03-15
1118,PowerBI,Beginner,2026-03-15
1118,Data Analysis,Intermediate,2026-03-15
1118,SQL,Intermediate,2026-03-15
1118,Python,Intermediate,2026-03-15
1118,Git,Intermediate,2026-03-15
1119,Account Management,Intermediate,2026-03-15
1119,CRM,Advanced,2026-03-15
1119,Docker,Beginner,2026-03-15
1119,B2B Sales,Intermediate,2026-03-15
1119,Market Analysis,Beginner,2026-03-15
1119,Communication,Beginner,2026-03-15
1120,Deep Learning,Intermediate,2026-03-15
1120,Machine Learning,Intermediate,2026-03-15
1120,SQL,Advanced,2026-03-15
1120,Python,Advanced,2026-03-15
1120,Statistics,Beginner,2026-03-15
1120,Excel,Advanced,2026-03-15
1120,Data Visualization,Beginner,2026-03-15
1121,PowerBI,Beginner,2026-03-15
1121,Supply Chain,Beginner,2026-03-15
1121,Data Analysis,Intermediate,2026-03-15
1121,Six Sigma,Beginner,2026-03-15
1121,Budgeting,Beginner,2026-03-15
1124,PowerBI,Beginner,2026-03-15
1124,MLOps,Intermediate,2026-03-15
1124,Python,Beginner,2026-03-15
1124,Excel,Intermediate,2026-03-15
1124,Git,Intermediate,2026-03-15
1125,Account Management,Intermediate,2026-03-15
1125,CRM,Intermediate,2026-03-15
1125,Statistics,Advanced,2026-03-15
1125,B2B Sales,Advanced,2026-03-15
1125,Git,Intermediate,2026-03-15
1125,Market Analysis,Beginner,2026-03-15
1126,Plant Management,Intermediate,2026-03-15
1126,Supply Chain,Advanced,2026-03-15
1126,MLOps,Beginner,2026-03-15
1126,Budgeting,Intermediate,2026-03-15
1127,PowerBI,Beginner,2026-03-15
1127,MLOps,Advanced,2026-03-15
1127,SQL,Intermediate,2026-03-15
1127,Python,Beginner,2026-03-15
1127,Statistics,Beginner,2026-03-15
1127,Excel,Advanced,2026-03-15
1127,Git,Beginner,2026-03-15
1128,Git,Intermediate,2026-03-15
1128,Python,Intermediate,2026-03-15
1128,PowerBI,Intermediate,2026-03-15
1128,Excel,Intermediate,2026-03-15
1131,Python,Advanced,2026-03-15
1131,SQL,Beginner,2026-03-15
1131,Statistics,Beginner,2026-03-15
1131,Excel,Beginner,2026-03-15
1131,Communication,Intermediate,2026-03-15
1131,Data Visualization,Intermediate,2026-03-15
1132,MLOps,Advanced,2026-03-15
1132,SQL,Beginner,2026-03-15
1132,Python,Advanced,2026-03-15
1132,Statistics,Beginner,2026-03-15
1132,Git,Beginner,2026-03-15
1133,Supply Chain,Intermediate,2026-03-15
1133,Lean Manufacturing,Intermediate,2026-03-15
1133,Data Analysis,Advanced,2026-03-15
1133,Python,Beginner,2026-03-15
1133,Six Sigma,Intermediate,2026-03-15
1133,Plant Management,Advanced,2026-03-15
1133,Budgeting,Advanced,2026-03-15
1135,PowerBI,Intermediate,2026-03-15
1135,Python,Beginner,2026-03-15
1135,SQL,Intermediate,2026-03-15
1135,Excel,Intermediate,2026-03-15
1135,Git,Intermediate,2026-03-15
1136,Deep Learning,Beginner,2026-03-15
1136,Machine Learning,Intermediate,2026-03-15
1136,SQL,Advanced,2026-03-15
1136,Python,Intermediate,2026-03-15
1136,Excel,Intermediate,2026-03-15
1136,Git,Intermediate,2026-03-15
1137,Account Management,Intermediate,2026-03-15
1137,Negotiation,Intermediate,2026-03-15
1137,CRM,Intermediate,2026-03-15
1137,Docker,Intermediate,2026-03-15
1137,B2B Sales,Intermediate,2026-03-15
1137,Market Analysis,Advanced,2026-03-15
1137,Communication,Intermediate,2026-03-15
1138,Account Management,Beginner,2026-03-15
1138,Docker,Advanced,2026-03-15
1138,B2B Sales,Advanced,2026-03-15
1138,Market Analysis,Intermediate,2026-03-15
1138,Communication,Advanced,2026-03-15
1140,Supply Chain,Beginner,2026-03-15
1140,Lean Manufacturing,Intermediate,2026-03-15
1140,Data Analysis,Intermediate,2026-03-15
1140,Six Sigma,Advanced,2026-03-15
1140,Communication,Intermediate,2026-03-15
1140,Budgeting,Advanced,2026-03-15
1143,Machine Learning,Intermediate,2026-03-15
1143,MLOps,Intermediate,2026-03-15
1143,SQL,Intermediate,2026-03-15
1143,Statistics,Intermediate,2026-03-15
1143,Data Visualization,Beginner,2026-03-15
1148,PowerBI,Advanced,2026-03-15
1148,Python,Beginner,2026-03-15
1148,SQL,Advanced,2026-03-15
1148,Excel,Advanced,2026-03-15
1148,Git,Intermediate,2026-03-15
1150,Supply Chain,Intermediate,2026-03-15
1150,MLOps,Beginner,2026-03-15
1150,Lean Manufacturing,Advanced,2026-03-15
1150,Six Sigma,Beginner,2026-03-15
1150,Plant Management,Beginner,2026-03-15
1150,Communication,Intermediate,2026-03-15
1150,Budgeting,Intermediate,2026-03-15
1152,PowerBI,Advanced,2026-03-15
1152,SQL,Beginner,2026-03-15
1152,Excel,Advanced,2026-03-15
1152,Git,Beginner,2026-03-15
1152,Communication,Beginner,2026-03-15
1154,Deep Learning,Advanced,2026-03-15
1154,Machine Learning,Beginner,2026-03-15
1154,Python,Advanced,2026-03-15
1154,Statistics,Intermediate,2026-03-15
1154,Communication,Advanced,2026-03-15
1154,Data Visualization,Intermediate,2026-03-15
1156,SQL,Advanced,2026-03-15
1156,Git,Intermediate,2026-03-15
1156,Python,Intermediate,2026-03-15
1156,Excel,Advanced,2026-03-15
1157,CRM,Intermediate,2026-03-15
1157,Market Analysis,Intermediate,2026-03-15
1157,Python,Beginner,2026-03-15
1157,Communication,Intermediate,2026-03-15
1158,PowerBI,Intermediate,2026-03-15
1158,Python,Intermediate,2026-03-15
1158,SQL,Intermediate,2026-03-15
1158,Docker,Intermediate,2026-03-15
1158,Excel,Intermediate,2026-03-15
1158,Git,Advanced,2026-03-15
1160,PowerBI,Beginner,2026-03-15
1160,SQL,Intermediate,2026-03-15
1160,Excel,Beginner,2026-03-15
1160,Git,Advanced,2026-03-15
1160,Communication,Advanced,2026-03-15
1161,PowerBI,Intermediate,2026-03-15
1161,SQL,Intermediate,2026-03-15
1161,Python,Intermediate,2026-03-15
1161,AWS,Advanced,2026-03-15
1161,Excel,Beginner,2026-03-15
1161,Git,Intermediate,2026-03-15
1162,Deep Learning,Intermediate,2026-03-15
1162,Machine Learning,Intermediate,2026-03-15
1162,MLOps,Intermediate,2026-03-15
1162,Python,Advanced,2026-03-15
1162,SQL,Intermediate,2026-03-15
1162,Data Visualization,Intermediate,2026-03-15
1163,PowerBI,Advanced,2026-03-15
1163,Account Management,Advanced,2026-03-15
1163,Negotiation,Intermediate,2026-03-15
1163,CRM,Intermediate,2026-03-15
1163,AWS,Beginner,2026-03-15
1163,B2B Sales,Advanced,2026-03-15
1163,Market Analysis,Intermediate,2026-03-15
1164,PowerBI,Advanced,2026-03-15
1164,SQL,Beginner,2026-03-15
1164,Python,Advanced,2026-03-15
